ensembl,symbol,description,log2FoldChange,pvalue,padj,206221_sp_7d_tg,206220_sp_7d_tg,206222_sp_7d_tg,206218_sp_7d_tg,206333_sp_7d_tg,206334_sp_7d_tg,206346_sp_7d_wt,193373_sp_7d_wt,193377_sp_7d_wt,206219_sp_7d_wt,206332_sp_7d_wt,206217_sp_7d_wt
ENSMUSG00000046818,Ddit4l,DNA-damage-inducible transcript 4-like [Source:MGI Symbol;Acc:MGI:1920534],-2.507738008,7.31E-08,5.47E-07,2,1,5,6,1,2,21,14,16,10,16,17
ENSMUSG00000005947,Itgae,"integrin alpha E, epithelial-associated [Source:MGI Symbol;Acc:MGI:1298377]",-1.573357191,7.32E-08,5.48E-07,5,9,9,25,14,17,37,28,37,34,34,59
ENSMUSG00000001228,Uhrf1,"ubiquitin-like, containing PHD and RING finger domains, 1 [Source:MGI Symbol;Acc:MGI:1338889]",-1.684360266,7.34E-08,5.49E-07,7,7,6,7,12,7,30,15,25,28,23,21
ENSMUSG00000064128,Cenpj,centromere protein J [Source:MGI Symbol;Acc:MGI:2684927],-1.018062837,7.44E-08,5.56E-07,51,48,40,38,36,39,103,46,67,88,96,95
ENSMUSG00000075279,Mrpl23-ps1,"mitichondrial ribosomal protein L23, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3650679]",1.250899552,7.56E-08,5.65E-07,101,159,111,83,105,83,28,30,71,34,30,68
ENSMUSG00000021566,Slc6a19os,"solute carrier family 6 (neurotransmitter transporter), member 19, opposite strand [Source:MGI Symbol;Acc:MGI:1918640]",3.795937511,7.57E-08,5.65E-07,9,9,20,22,19,7,1,1,0,1,2,1
ENSMUSG00000017146,Brca1,"breast cancer 1, early onset [Source:MGI Symbol;Acc:MGI:104537]",-1.246590527,7.61E-08,5.69E-07,12,16,18,19,18,18,43,23,41,43,31,52
ENSMUSG00000029840,Mtpn,myotrophin [Source:MGI Symbol;Acc:MGI:99445],0.463215253,7.71E-08,5.75E-07,549,690,588,583,636,633,499,353,489,385,359,494
ENSMUSG00000037466,Tedc1,tubulin epsilon and delta complex 1 [Source:MGI Symbol;Acc:MGI:2144738],-1.94320329,7.87E-08,5.87E-07,4,5,12,3,8,9,24,17,43,23,20,26
ENSMUSG00000029551,Psmg3,"proteasome (prosome, macropain) assembly chaperone 3 [Source:MGI Symbol;Acc:MGI:1913756]",0.607201642,7.98E-08,5.95E-07,224,269,221,173,245,236,162,140,133,152,118,159
ENSMUSG00000024132,Eci1,enoyl-Coenzyme A delta isomerase 1 [Source:MGI Symbol;Acc:MGI:94871],-0.620817755,7.98E-08,5.95E-07,182,219,188,183,213,176,285,221,338,236,249,402
ENSMUSG00000031775,Pllp,plasma membrane proteolipid [Source:MGI Symbol;Acc:MGI:1915051],-1.211856111,8.02E-08,5.98E-07,77,52,77,96,84,70,136,272,138,142,139,180
ENSMUSG00000029675,Eln,elastin [Source:MGI Symbol;Acc:MGI:95317],1.244136097,8.05E-08,6.00E-07,67,154,106,138,130,129,45,77,34,51,28,55
ENSMUSG00000020400,Tnip1,TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194],0.7637519,8.07E-08,6.01E-07,754,786,685,600,912,701,375,342,485,336,537,414
ENSMUSG00000116461,Gm44502,"predicted readthrough transcript (NMD candidate), 44502 [Source:MGI Symbol;Acc:MGI:3846135]",-0.821597283,8.18E-08,6.09E-07,58,51,44,52,48,38,90,64,94,77,74,98
ENSMUSG00000041577,Prelp,proline arginine-rich end leucine-rich repeat [Source:MGI Symbol;Acc:MGI:2151110],-0.85557141,8.19E-08,6.10E-07,44,51,40,59,70,53,114,78,66,94,87,114
ENSMUSG00000005846,Rsl1d1,ribosomal L1 domain containing 1 [Source:MGI Symbol;Acc:MGI:1913659],0.659013167,8.30E-08,6.17E-07,906,1298,773,818,922,999,703,487,459,593,644,568
ENSMUSG00000073792,Alg6,"asparagine-linked glycosylation 6 (alpha-1,3,-glucosyltransferase) [Source:MGI Symbol;Acc:MGI:2444031]",-0.571205427,8.37E-08,6.23E-07,133,128,113,134,145,141,201,165,176,185,199,209
ENSMUSG00000031871,Cdh5,cadherin 5 [Source:MGI Symbol;Acc:MGI:105057],1.056851429,8.37E-08,6.23E-07,74,87,59,105,86,107,30,46,36,53,32,41
ENSMUSG00000000976,Heatr6,HEAT repeat containing 6 [Source:MGI Symbol;Acc:MGI:1919790],-0.513794508,8.55E-08,6.36E-07,186,217,164,209,189,177,318,207,239,263,235,314
ENSMUSG00000029385,Ccng2,cyclin G2 [Source:MGI Symbol;Acc:MGI:1095734],-1.007050127,8.72E-08,6.48E-07,98,116,111,99,114,82,182,116,306,149,203,251
ENSMUSG00000001056,Nhp2,NHP2 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1098547],0.780511858,8.72E-08,6.48E-07,284,435,310,232,368,344,182,122,202,172,220,201
ENSMUSG00000072244,Trim6,tripartite motif-containing 6 [Source:MGI Symbol;Acc:MGI:2137352],1.891151865,8.77E-08,6.52E-07,15,40,27,29,24,30,14,5,11,3,3,7
ENSMUSG00000025739,Gng13,"guanine nucleotide binding protein (G protein), gamma 13 [Source:MGI Symbol;Acc:MGI:1925616]",-2.832117082,8.81E-08,6.54E-07,2,4,0,2,2,2,17,6,15,12,17,15
ENSMUSG00000094840,Muc3a,"mucin 3A, cell surface associated [Source:MGI Symbol;Acc:MGI:3588263]",-1.01857865,8.86E-08,6.57E-07,71,87,95,48,80,63,113,163,170,110,145,159
ENSMUSG00000004565,Pnpla6,patatin-like phospholipase domain containing 6 [Source:MGI Symbol;Acc:MGI:1354723],-0.571546473,8.95E-08,6.64E-07,170,147,130,172,189,133,248,202,224,214,202,257
ENSMUSG00000070343,Gm10288,predicted gene 10288 [Source:MGI Symbol;Acc:MGI:3704227],0.460396138,9.00E-08,6.67E-07,1379,1419,1174,1366,1478,1494,1083,861,884,1005,999,962
ENSMUSG00000025147,Mob2,MOB kinase activator 2 [Source:MGI Symbol;Acc:MGI:1919891],-0.796882371,9.00E-08,6.67E-07,49,86,82,61,81,65,125,121,96,117,103,147
ENSMUSG00000070304,Scn2b,"sodium channel, voltage-gated, type II, beta [Source:MGI Symbol;Acc:MGI:106921]",-1.933342676,9.17E-08,6.80E-07,6,8,8,12,4,3,27,10,22,30,33,30
ENSMUSG00000030800,Prss8,"protease, serine 8 (prostasin) [Source:MGI Symbol;Acc:MGI:1923810]",0.991708543,9.19E-08,6.81E-07,124,117,162,126,134,106,66,79,66,44,43,77
ENSMUSG00000038732,Mboat1,membrane bound O-acyltransferase domain containing 1 [Source:MGI Symbol;Acc:MGI:2387184],4.264160819,9.38E-08,6.95E-07,347,753,675,687,608,747,16,125,15,11,3,5
ENSMUSG00000041064,Pif1,PIF1 5'-to-3' DNA helicase [Source:MGI Symbol;Acc:MGI:2143057],-1.770759542,9.50E-08,7.03E-07,6,9,9,6,8,6,33,19,15,22,33,22
ENSMUSG00000029787,Avl9,AVL9 cell migration associated [Source:MGI Symbol;Acc:MGI:1926187],0.435379641,9.60E-08,7.10E-07,383,418,325,351,398,330,270,218,278,269,227,309
ENSMUSG00000036206,Sh3bp4,SH3-domain binding protein 4 [Source:MGI Symbol;Acc:MGI:2138297],1.336229902,9.62E-08,7.12E-07,37,83,44,40,45,57,18,26,14,16,13,29
ENSMUSG00000042729,Wdr74,WD repeat domain 74 [Source:MGI Symbol;Acc:MGI:2147427],0.736128964,9.79E-08,7.24E-07,133,114,109,101,139,118,89,56,63,71,62,73
ENSMUSG00000025731,Mettl26,methyltransferase like 26 [Source:MGI Symbol;Acc:MGI:1915597],-0.565887627,9.82E-08,7.26E-07,122,159,146,151,177,143,218,179,213,190,225,254
ENSMUSG00000026955,Sapcd2,suppressor APC domain containing 2 [Source:MGI Symbol;Acc:MGI:1919330],-1.991249616,9.96E-08,7.36E-07,1,4,7,5,17,4,26,20,23,28,23,24
ENSMUSG00000040883,Tmem205,transmembrane protein 205 [Source:MGI Symbol;Acc:MGI:3045495],-0.605442989,9.98E-08,7.37E-07,129,143,115,124,116,119,210,175,147,175,158,232
ENSMUSG00000020572,Nampt,nicotinamide phosphoribosyltransferase [Source:MGI Symbol;Acc:MGI:1929865],-0.482633892,9.98E-08,7.37E-07,313,363,281,320,317,294,534,331,375,426,367,523
ENSMUSG00000021638,Ocln,occludin [Source:MGI Symbol;Acc:MGI:106183],0.584741581,1.01E-07,7.45E-07,230,270,241,216,219,224,178,123,167,131,138,165
ENSMUSG00000098234,Snhg6,small nucleolar RNA host gene 6 [Source:MGI Symbol;Acc:MGI:1921074],2.101796205,1.02E-07,7.56E-07,25,73,59,40,16,22,6,8,14,8,5,12
ENSMUSG00000033751,Gadd45gip1,"growth arrest and DNA-damage-inducible, gamma interacting protein 1 [Source:MGI Symbol;Acc:MGI:1914947]",0.473544963,1.03E-07,7.62E-07,392,430,424,376,438,422,290,254,306,273,280,320
ENSMUSG00000025203,Scd2,stearoyl-Coenzyme A desaturase 2 [Source:MGI Symbol;Acc:MGI:98240],-1.500402574,1.04E-07,7.70E-07,47,73,46,60,44,63,110,228,245,98,69,140
ENSMUSG00000020390,Ube2b,ubiquitin-conjugating enzyme E2B [Source:MGI Symbol;Acc:MGI:102944],0.489027502,1.06E-07,7.80E-07,590,818,572,542,592,540,454,336,418,425,398,471
ENSMUSG00000024383,Map3k2,mitogen-activated protein kinase kinase kinase 2 [Source:MGI Symbol;Acc:MGI:1346873],-0.475832723,1.06E-07,7.80E-07,285,339,255,280,285,249,428,288,395,405,339,414
ENSMUSG00000039458,Mtmr12,myotubularin related protein 12 [Source:MGI Symbol;Acc:MGI:2443034],-0.867243055,1.08E-07,7.92E-07,55,64,57,61,73,49,113,61,131,100,88,143
ENSMUSG00000045822,Zswim3,zinc finger SWIM-type containing 3 [Source:MGI Symbol;Acc:MGI:1914788],-1.643599564,1.08E-07,7.96E-07,12,11,17,8,9,9,27,52,30,32,25,31
ENSMUSG00000070345,Hsf5,heat shock transcription factor family member 5 [Source:MGI Symbol;Acc:MGI:2685585],-4.966780015,1.08E-07,7.96E-07,0,0,1,1,0,0,13,5,5,11,18,13
ENSMUSG00000003037,Rab8a,"RAB8A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:96960]",-0.519388935,1.11E-07,8.14E-07,659,642,641,662,741,716,955,790,1018,758,969,1135
ENSMUSG00000061458,Nol10,nucleolar protein 10 [Source:MGI Symbol;Acc:MGI:2684913],0.771943162,1.12E-07,8.24E-07,177,223,125,148,160,153,97,75,75,112,103,89
ENSMUSG00000050705,2310061I04Rik,RIKEN cDNA 2310061I04 gene [Source:MGI Symbol;Acc:MGI:1916912],0.693347783,1.13E-07,8.28E-07,542,601,603,463,612,592,348,363,363,248,355,344
ENSMUSG00000040084,Bub1b,"BUB1B, mitotic checkpoint serine/threonine kinase [Source:MGI Symbol;Acc:MGI:1333889]",-1.009581049,1.13E-07,8.33E-07,35,34,19,38,61,40,83,60,79,65,71,79
ENSMUSG00000036223,Ska1,spindle and kinetochore associated complex subunit 1 [Source:MGI Symbol;Acc:MGI:1913718],-1.315562159,1.15E-07,8.44E-07,13,15,11,19,22,16,42,21,43,32,47,45
ENSMUSG00000028944,Prkag2,"protein kinase, AMP-activated, gamma 2 non-catalytic subunit [Source:MGI Symbol;Acc:MGI:1336153]",-0.685188111,1.16E-07,8.55E-07,182,250,149,152,159,146,268,288,251,276,214,297
ENSMUSG00000034258,Flvcr2,feline leukemia virus subgroup C cellular receptor 2 [Source:MGI Symbol;Acc:MGI:2384974],1.329100799,1.17E-07,8.57E-07,60,45,43,42,57,65,15,13,31,12,17,33
ENSMUSG00000032388,Spg21,"SPG21, maspardin [Source:MGI Symbol;Acc:MGI:106403]",0.566389276,1.18E-07,8.66E-07,224,265,235,262,268,268,170,165,170,128,151,207
ENSMUSG00000003809,Gcdh,glutaryl-Coenzyme A dehydrogenase [Source:MGI Symbol;Acc:MGI:104541],-0.913375796,1.18E-07,8.66E-07,32,36,35,33,43,43,70,45,59,75,66,90
ENSMUSG00000079429,Mroh2a,maestro heat-like repeat family member 2A [Source:MGI Symbol;Acc:MGI:3705228],-1.636897812,1.18E-07,8.67E-07,9,14,8,5,13,11,45,13,33,34,21,35
ENSMUSG00000048170,Mcmbp,minichromosome maintenance complex binding protein [Source:MGI Symbol;Acc:MGI:1920977],-0.501861636,1.18E-07,8.67E-07,214,315,259,259,308,241,406,296,369,358,361,378
ENSMUSG00000045211,Nudt18,nudix (nucleoside diphosphate linked moiety X)-type motif 18 [Source:MGI Symbol;Acc:MGI:2385853],1.140729561,1.19E-07,8.69E-07,45,66,39,44,38,45,19,19,21,22,13,27
ENSMUSG00000037089,Slc35b2,"solute carrier family 35, member B2 [Source:MGI Symbol;Acc:MGI:1921086]",-0.850822028,1.21E-07,8.87E-07,100,155,131,202,139,137,324,262,204,259,208,239
ENSMUSG00000019558,Slc6a8,"solute carrier family 6 (neurotransmitter transporter, creatine), member 8 [Source:MGI Symbol;Acc:MGI:2147834]",-1.017571156,1.21E-07,8.87E-07,786,654,971,869,953,1020,1284,1481,2371,1106,2020,2014
ENSMUSG00000033948,Zswim5,zinc finger SWIM-type containing 5 [Source:MGI Symbol;Acc:MGI:1921714],-1.059705847,1.22E-07,8.96E-07,38,27,29,36,39,32,58,49,66,52,77,105
ENSMUSG00000042041,2010003K11Rik,RIKEN cDNA 2010003K11 gene [Source:MGI Symbol;Acc:MGI:1917111],-1.325543509,1.22E-07,8.96E-07,62,63,62,96,98,100,155,158,276,95,279,182
ENSMUSG00000025575,Cant1,calcium activated nucleotidase 1 [Source:MGI Symbol;Acc:MGI:1923275],-0.645618161,1.25E-07,9.12E-07,202,203,196,199,271,241,347,326,356,263,339,333
ENSMUSG00000074829,2010315B03Rik,RIKEN cDNA 2010315B03 gene [Source:MGI Symbol;Acc:MGI:1919321],-0.826671416,1.25E-07,9.14E-07,77,63,55,77,68,50,142,75,100,124,96,135
ENSMUSG00000067787,Blcap,bladder cancer associated protein [Source:MGI Symbol;Acc:MGI:1858907],0.739650331,1.25E-07,9.14E-07,329,448,292,281,303,297,194,212,181,128,183,217
ENSMUSG00000027611,Procr,"protein C receptor, endothelial [Source:MGI Symbol;Acc:MGI:104596]",1.078988698,1.25E-07,9.15E-07,49,86,50,64,55,81,30,26,27,25,38,28
ENSMUSG00000020623,Map2k6,mitogen-activated protein kinase kinase 6 [Source:MGI Symbol;Acc:MGI:1346870],-1.555125754,1.25E-07,9.17E-07,6,7,11,11,10,11,25,26,31,31,16,30
ENSMUSG00000034457,Eda2r,ectodysplasin A2 receptor [Source:MGI Symbol;Acc:MGI:2442860],2.329442909,1.27E-07,9.27E-07,32,38,11,19,15,12,3,3,3,6,5,4
ENSMUSG00000090996,Gm20458,predicted gene 20458 [Source:MGI Symbol;Acc:MGI:5141923],1.081203387,1.28E-07,9.32E-07,82,103,103,86,71,68,29,38,56,34,26,52
ENSMUSG00000034321,Exosc1,exosome component 1 [Source:MGI Symbol;Acc:MGI:1913833],0.708308272,1.28E-07,9.33E-07,157,208,127,119,184,156,106,75,102,94,90,89
ENSMUSG00000038400,Pmepa1,"prostate transmembrane protein, androgen induced 1 [Source:MGI Symbol;Acc:MGI:1929600]",0.851017038,1.28E-07,9.33E-07,868,1248,677,1099,1097,1148,545,739,510,482,436,490
ENSMUSG00000053768,Chchd3,coiled-coil-helix-coiled-coil-helix domain containing 3 [Source:MGI Symbol;Acc:MGI:1913325],0.590202496,1.28E-07,9.36E-07,1106,1135,955,806,1061,1034,744,456,674,559,703,784
ENSMUSG00000110899,Gm48840,"predicted gene, 48840 [Source:MGI Symbol;Acc:MGI:6098571]",0.539209283,1.29E-07,9.42E-07,198,244,172,199,213,190,150,128,128,124,134,138
ENSMUSG00000026576,Atp1b1,"ATPase, Na+/K+ transporting, beta 1 polypeptide [Source:MGI Symbol;Acc:MGI:88108]",-0.684407843,1.30E-07,9.48E-07,7538,7127,7592,6437,9234,8554,12672,9613,14302,9478,13518,12233
ENSMUSG00000037762,Slc16a9,"solute carrier family 16 (monocarboxylic acid transporters), member 9 [Source:MGI Symbol;Acc:MGI:1914109]",-3.309755624,1.30E-07,9.51E-07,9,14,33,40,50,32,372,319,14,410,264,325
ENSMUSG00000029178,Klf3,Kruppel-like factor 3 (basic) [Source:MGI Symbol;Acc:MGI:1342773],0.537047854,1.31E-07,9.56E-07,2465,2749,2604,2734,3366,3008,2130,1888,1890,1516,1832,1919
ENSMUSG00000004771,Rab11a,"RAB11A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1858202]",0.551516221,1.34E-07,9.75E-07,787,956,666,746,724,843,528,492,616,428,458,570
ENSMUSG00000053907,Mat2a,"methionine adenosyltransferase II, alpha [Source:MGI Symbol;Acc:MGI:2443731]",0.742656936,1.36E-07,9.88E-07,1035,1514,858,813,1422,1252,794,552,476,614,715,783
ENSMUSG00000002289,Angptl4,angiopoietin-like 4 [Source:MGI Symbol;Acc:MGI:1888999],1.707734738,1.36E-07,9.91E-07,564,314,365,436,349,455,47,74,169,123,116,222
ENSMUSG00000022010,Tsc22d1,"TSC22 domain family, member 1 [Source:MGI Symbol;Acc:MGI:109127]",-0.574625719,1.38E-07,1.01E-06,666,783,625,743,696,677,890,1026,1045,799,875,1384
ENSMUSG00000023259,Slc26a6,"solute carrier family 26, member 6 [Source:MGI Symbol;Acc:MGI:2159728]",-1.097628089,1.41E-07,1.02E-06,877,708,1185,1299,1481,1354,3695,2171,1344,2606,2048,2559
ENSMUSG00000020185,E2f7,E2F transcription factor 7 [Source:MGI Symbol;Acc:MGI:1289147],-1.426897144,1.42E-07,1.03E-06,11,12,7,17,12,14,28,31,37,40,22,30
ENSMUSG00000038990,Cables2,CDK5 and Abl enzyme substrate 2 [Source:MGI Symbol;Acc:MGI:2182335],0.766194168,1.45E-07,1.05E-06,137,149,131,111,134,170,105,75,73,67,72,80
ENSMUSG00000029642,Polr1d,polymerase (RNA) I polypeptide D [Source:MGI Symbol;Acc:MGI:108403],0.815796372,1.47E-07,1.07E-06,655,725,625,474,463,575,293,237,415,337,236,431
ENSMUSG00000060733,Ipmk,inositol polyphosphate multikinase [Source:MGI Symbol;Acc:MGI:1916968],-0.876753109,1.47E-07,1.07E-06,342,262,271,222,271,291,503,318,672,388,548,522
ENSMUSG00000050010,Shisa3,shisa family member 3 [Source:MGI Symbol;Acc:MGI:3041225],-1.11714593,1.48E-07,1.07E-06,38,36,25,44,35,32,67,78,44,94,81,70
ENSMUSG00000032840,2410131K14Rik,RIKEN cDNA 2410131K14 gene [Source:MGI Symbol;Acc:MGI:1924042],1.243010941,1.48E-07,1.08E-06,60,49,52,41,34,53,20,26,18,19,15,20
ENSMUSG00000038174,Fam126b,"family with sequence similarity 126, member B [Source:MGI Symbol;Acc:MGI:1098784]",-0.832204636,1.49E-07,1.08E-06,357,362,250,231,367,303,587,312,630,429,634,610
ENSMUSG00000022948,Setd4,SET domain containing 4 [Source:MGI Symbol;Acc:MGI:2136890],1.072087157,1.50E-07,1.09E-06,73,87,52,46,63,66,36,27,31,29,14,41
ENSMUSG00000028412,Slc44a1,"solute carrier family 44, member 1 [Source:MGI Symbol;Acc:MGI:2140592]",-0.604057642,1.50E-07,1.09E-06,256,296,268,256,256,298,368,326,498,390,323,495
ENSMUSG00000040451,Sgms1,sphingomyelin synthase 1 [Source:MGI Symbol;Acc:MGI:2444110],0.798593855,1.51E-07,1.10E-06,548,822,442,521,538,420,289,315,203,363,278,351
ENSMUSG00000027589,Pcmtd2,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2 [Source:MGI Symbol;Acc:MGI:1923927],-0.558443557,1.52E-07,1.10E-06,127,147,131,159,148,129,224,160,177,204,173,262
ENSMUSG00000037991,Rmi2,RecQ mediated genome instability 2 [Source:MGI Symbol;Acc:MGI:2685383],-1.673931592,1.52E-07,1.10E-06,3,15,4,11,13,15,28,32,37,35,29,22
ENSMUSG00000035247,Hectd1,HECT domain E3 ubiquitin protein ligase 1 [Source:MGI Symbol;Acc:MGI:2384768],0.390915746,1.54E-07,1.11E-06,1077,1359,1114,1040,1360,1172,889,714,788,896,863,1082
ENSMUSG00000017776,Crk,v-crk avian sarcoma virus CT10 oncogene homolog [Source:MGI Symbol;Acc:MGI:88508],0.563917458,1.54E-07,1.12E-06,407,413,352,332,378,362,281,206,295,200,208,277
ENSMUSG00000039108,Lsm14b,LSM family member 14B [Source:MGI Symbol;Acc:MGI:3040677],0.682082645,1.55E-07,1.12E-06,179,184,156,119,167,167,109,79,85,94,89,131
ENSMUSG00000107681,4930528H21Rik,RIKEN cDNA 4930528H21 gene [Source:MGI Symbol;Acc:MGI:1925284],-5.673517399,1.56E-07,1.13E-06,0,0,0,0,0,0,2,2,24,3,13,10
ENSMUSG00000032012,Nectin1,nectin cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:1926483],-1.009791303,1.56E-07,1.13E-06,46,38,55,71,84,71,123,74,146,124,109,137
ENSMUSG00000070780,Rbm47,RNA binding motif protein 47 [Source:MGI Symbol;Acc:MGI:2384294],-0.411014066,1.59E-07,1.15E-06,1852,2048,1870,1880,2236,1795,2566,2054,2766,2148,2351,3122
ENSMUSG00000098090,2700099C18Rik,RIKEN cDNA 2700099C18 gene [Source:MGI Symbol;Acc:MGI:1924272],-1.632879727,1.59E-07,1.15E-06,6,12,8,5,10,10,32,20,14,26,30,30
ENSMUSG00000015766,Eps8,epidermal growth factor receptor pathway substrate 8 [Source:MGI Symbol;Acc:MGI:104684],-0.691837253,1.59E-07,1.15E-06,613,716,572,601,599,633,840,982,1248,722,951,1018
ENSMUSG00000022234,Cct5,"chaperonin containing Tcp1, subunit 5 (epsilon) [Source:MGI Symbol;Acc:MGI:107185]",0.497806788,1.62E-07,1.17E-06,631,926,613,581,640,641,518,371,443,460,435,516
ENSMUSG00000066621,Tecpr1,tectonin beta-propeller repeat containing 1 [Source:MGI Symbol;Acc:MGI:1917631],0.621125148,1.62E-07,1.17E-06,250,366,222,281,259,229,175,166,185,149,127,200
ENSMUSG00000045664,Cdc42ep2,CDC42 effector protein (Rho GTPase binding) 2 [Source:MGI Symbol;Acc:MGI:1929744],-0.978330221,1.63E-07,1.17E-06,62,59,88,47,86,86,117,134,140,104,150,169
ENSMUSG00000099478,Gm28370,predicted gene 28370 [Source:MGI Symbol;Acc:MGI:5579076],-1.314947511,1.66E-07,1.20E-06,18,16,19,26,38,16,76,58,43,58,35,47
ENSMUSG00000022564,Grina,"glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding) [Source:MGI Symbol;Acc:MGI:1913418]",0.87557222,1.66E-07,1.20E-06,878,877,706,627,714,727,303,296,539,293,479,460
ENSMUSG00000078580,E430018J23Rik,RIKEN cDNA E430018J23 gene [Source:MGI Symbol;Acc:MGI:2141981],-0.833989154,1.67E-07,1.20E-06,51,55,48,35,51,60,95,60,79,86,92,105
ENSMUSG00000032712,Resf1,retroelement silencing factor 1 [Source:MGI Symbol;Acc:MGI:1914496],-0.543102025,1.67E-07,1.20E-06,473,584,373,455,550,458,600,507,771,664,610,907
ENSMUSG00000022322,Shcbp1,Shc SH2-domain binding protein 1 [Source:MGI Symbol;Acc:MGI:1338802],-1.513691721,1.69E-07,1.21E-06,7,10,10,16,7,12,22,27,37,28,27,29
ENSMUSG00000057286,St6galnac2,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 [Source:MGI Symbol;Acc:MGI:107553]",-0.663298204,1.70E-07,1.22E-06,108,100,97,110,126,120,206,145,127,166,153,218
ENSMUSG00000024241,Sos1,SOS Ras/Rac guanine nucleotide exchange factor 1 [Source:MGI Symbol;Acc:MGI:98354],0.553099747,1.70E-07,1.22E-06,402,460,359,358,414,361,265,193,303,208,263,315
ENSMUSG00000021557,Agtpbp1,ATP/GTP binding protein 1 [Source:MGI Symbol;Acc:MGI:2159437],0.802250747,1.72E-07,1.24E-06,118,192,118,150,133,96,83,60,89,72,58,82
ENSMUSG00000035649,Zcchc7,"zinc finger, CCHC domain containing 7 [Source:MGI Symbol;Acc:MGI:2442912]",0.488299818,1.75E-07,1.26E-06,1130,1300,827,914,1255,905,807,563,663,730,671,907
ENSMUSG00000019214,Chtf18,"CTF18, chromosome transmission fidelity factor 18 [Source:MGI Symbol;Acc:MGI:2384887]",-2.381794904,1.75E-07,1.26E-06,4,4,2,2,4,3,19,5,17,13,20,22
ENSMUSG00000028048,Gba,"glucosidase, beta, acid [Source:MGI Symbol;Acc:MGI:95665]",0.939319857,1.75E-07,1.26E-06,123,106,138,117,118,108,49,55,80,73,48,52
ENSMUSG00000079562,Maea,macrophage erythroblast attacher [Source:MGI Symbol;Acc:MGI:1891748],0.480765202,1.78E-07,1.28E-06,472,627,477,467,572,521,393,320,411,306,348,375
ENSMUSG00000032899,Styk1,serine/threonine/tyrosine kinase 1 [Source:MGI Symbol;Acc:MGI:2141396],-0.715243716,1.78E-07,1.28E-06,263,271,187,177,190,150,373,286,334,353,274,333
ENSMUSG00000070777,Ceacam20,carcinoembryonic antigen-related cell adhesion molecule 20 [Source:MGI Symbol;Acc:MGI:1918851],-1.804544332,1.79E-07,1.28E-06,222,79,72,113,75,116,278,347,614,239,355,469
ENSMUSG00000026116,Tmem131,transmembrane protein 131 [Source:MGI Symbol;Acc:MGI:1927110],0.73125671,1.79E-07,1.29E-06,115,158,144,135,162,163,87,72,101,79,57,116
ENSMUSG00000025745,Hadha,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha [Source:MGI Symbol;Acc:MGI:2135593],0.459529637,1.80E-07,1.29E-06,1722,1776,1409,1576,1741,1703,1364,971,960,1076,1241,1348
ENSMUSG00000045414,Dipk2a,divergent protein kinase domain 2A [Source:MGI Symbol;Acc:MGI:1916111],-1.194316871,1.81E-07,1.30E-06,72,38,30,56,51,58,103,80,165,75,123,128
ENSMUSG00000030762,Aqp8,aquaporin 8 [Source:MGI Symbol;Acc:MGI:1195271],-6.693837639,1.83E-07,1.31E-06,0,0,0,2,0,0,29,52,1,16,19,106
ENSMUSG00000025939,Ube2w,ubiquitin-conjugating enzyme E2W (putative) [Source:MGI Symbol;Acc:MGI:1914049],1.231093146,1.83E-07,1.31E-06,86,137,105,96,92,70,36,57,31,56,18,40
ENSMUSG00000031954,Cfdp1,craniofacial development protein 1 [Source:MGI Symbol;Acc:MGI:1344403],0.44024835,1.87E-07,1.34E-06,673,773,566,673,679,696,580,440,452,452,464,484
ENSMUSG00000022836,Mylk,"myosin, light polypeptide kinase [Source:MGI Symbol;Acc:MGI:894806]",-0.406382995,1.88E-07,1.35E-06,2870,3345,2884,3154,3192,3232,4070,3494,3551,3692,3656,5556
ENSMUSG00000028059,Arhgef2,rho/rac guanine nucleotide exchange factor (GEF) 2 [Source:MGI Symbol;Acc:MGI:103264],0.515215735,1.88E-07,1.35E-06,336,478,377,404,490,390,322,198,288,256,245,366
ENSMUSG00000020661,Dnmt3a,DNA methyltransferase 3A [Source:MGI Symbol;Acc:MGI:1261827],-0.422343042,1.88E-07,1.35E-06,360,416,333,400,420,384,610,430,454,482,475,532
ENSMUSG00000116097,Gm36738,"predicted gene, 36738 [Source:MGI Symbol;Acc:MGI:5595897]",-1.118614463,1.89E-07,1.35E-06,25,18,14,19,25,20,45,44,36,47,37,43
ENSMUSG00000033021,Gmppa,GDP-mannose pyrophosphorylase A [Source:MGI Symbol;Acc:MGI:1916330],-0.629248198,1.90E-07,1.36E-06,141,130,125,130,132,139,194,174,215,164,218,222
