ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
CC,GO:0009925,basal plasma membrane,12/869,27/4909,0.0011245334809649953,0.015380715997714775,0.014090079948254102,Ace/Aqp1/Ceacam1/Dag1/Erbb2/Erbb3/Itga6/Myo1a/Slc12a2/Slc23a2/Slc3a2/Slc7a8,12
CC,GO:0098798,mitochondrial protein complex,54/869,208/4909,0.0015021806487799357,0.019903893596334148,0.01823370590130909,Atp5j/Cox4i1/Cox5a/Cox6a1/Cox7c/Etfdh/Mrps36/ND1/ND4/ND5/Ndufa10/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa4/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufa9/Ndufb10/Ndufb11/Ndufb3/Ndufb4b/Ndufb4c/Ndufb4/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc2/Ndufs1/Ndufs2/Ndufs3/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufs8/Ndufv1/Ndufv2/Ndufv3/Pdk2/Sdhb/Sdhc/Uqcr10/Uqcrb/Uqcrc1/Uqcrc2/Uqcrfs1/Uqcrq,54
CC,GO:0030894,replisome,8/869,15/4909,0.0018570762059796494,0.023158832686334452,0.02121551455128454,Pola1/Pold1/Pold2/Prim1/Prim2/Rpa1/Rpa2/Rpa3,8
CC,GO:0043601,nuclear replisome,8/869,15/4909,0.0018570762059796494,0.023158832686334452,0.02121551455128454,Pola1/Pold1/Pold2/Prim1/Prim2/Rpa1/Rpa2/Rpa3,8
CC,GO:0005576,extracellular region,100/869,435/4909,0.001982580283626629,0.02401754400736259,0.022002169162653417,Ace/Ace2/Acy1/Ago2/Alad/Amn/Anpep/Aoc1/Apoa1/Apoa4/Aqp1/Asah2/Atp5j/B2m/Cask/Casp1/Cat/Ccl25/Ccl6/Cd74/Ceacam1/Ces1d/Ces1e/Ces2a/Ces2e/Clca1/Cnp/Creld2/Ctsh/Ctss/Cubn/Dag1/Dbi/Dmbt1/Dpp4/Erap1/Erbb3/Fam3b/Fam3c/Fas/Fbln1/Fcgrt/Fth1/Galnt1/Ggt1/Gpt/Guca2a/Guca2b/Gzma/H2-K1/H2-T23/H2-T3/Hdgf/Hdlbp/Hexb/Hmgb1/Hmgb2/Hnrnpa2b1/Hpgd/Ifi30/Itga6/Klk1/Lgals4/Lipe/Lsr/Lxn/Mcpt1/Mep1b/Mertk/Mgat4a/Mical1/Msra/Muc13/Ocm/Olfm4/Pcif1/Pcsk5/Pigr/Plbd1/Pm20d1/Pnp/Prdx4/Pycard/Reg3b/Reg3g/Rmdn3/Rnpep/Sema4b/Slc9a3/Smc3/Smpdl3a/Smpdl3b/Sord/Susd2/Tcn2/Tgfbi/Tgm2/Vwa5a/Xdh/Xpnpep2,100
CC,GO:0031226,intrinsic component of plasma membrane,46/869,175/4909,0.0025237343408068768,0.029723982236169885,0.027229765256074196,Abcg5/Abhd6/Adcy6/Adipor2/Ano6/Aqp1/Asah2/Atp1a1/Atp1b1/Atp1b3/Atp2b4/Cd74/Cdh17/Cdhr5/Clca1/Dlg3/Efnb1/Erbb2/Erbb3/Gde1/Ggt1/Itga6/Iyd/Lyn/Mep1b/Mertk/Npc1l1/Plgrkt/Ptk2b/Ptprc/Ptprf/Sema4b/Slc15a1/Slc16a10/Slc23a2/Slc26a2/Slc26a6/Slc2a5/Slc3a1/Slc4a4/Slc6a19/Sorbs1/Tgm2/Trpm4/Tspan15/Ugt1a1,46
CC,GO:0098797,plasma membrane protein complex,33/869,116/4909,0.0026015860684920995,0.029812770082179734,0.02731110268203655,Abcg5/Abhd6/Atp1a1/Atp1b1/Atp1b3/B2m/Casp3/Casp8/Cd74/Cdh17/Ceacam1/Dag1/Dlg3/Erbb2/Erbb3/Fas/Gna11/Gnaq/Grb2/H2-Aa/H2-Ab1/H2-DMa/H2-Eb1/H2-K1/H2-T23/Itga6/Lyn/Pde4d/Ptk2b/Slc3a2/Slc9a3r1/Sorbs1/Syk,33
CC,GO:0005887,integral component of plasma membrane,44/869,167/4909,0.0029571126450553295,0.032995151618512096,0.030226442272172204,Abcg5/Abhd6/Adcy6/Ano6/Aqp1/Asah2/Atp1a1/Atp1b1/Atp1b3/Atp2b4/Cd74/Cdh17/Cdhr5/Clca1/Dlg3/Efnb1/Erbb2/Erbb3/Gde1/Ggt1/Itga6/Iyd/Lyn/Mep1b/Mertk/Npc1l1/Plgrkt/Ptk2b/Ptprc/Ptprf/Sema4b/Slc15a1/Slc16a10/Slc23a2/Slc26a2/Slc26a6/Slc2a5/Slc3a1/Slc4a4/Slc6a19/Sorbs1/Trpm4/Tspan15/Ugt1a1,44
CC,GO:0032420,stereocilium,9/869,20/4909,0.004262619827430289,0.04634232838026776,0.042453622572787494,Atp8b1/Clic5/Coro1a/Espn/Myo7a/Ocm/Slc9a3r1/Twf2/Ush1c,9
MF,GO:0016491,oxidoreductase activity,135/869,357/4798,3.5164834873154704e-20,2.085274707978074e-17,1.7175245664361878e-17,Acaa1a/Acad11/Acad8/Acadm/Acox1/Adh1/Agmo/Akr1a1/Akr1b7/Akr1c13/Akr1c18/Aldh1a1/Aldh1a7/Aldh1b1/Aldh1l1/Aldh3b1/Aldh6a1/Aldh9a1/Aoc1/Apex1/Bco2/Blvra/Blvrb/Cat/Cox4i1/Cox5a/Cox6a1/Cox6c/Cox7a2/Cox7a2l/Cox7c/Cryl1/Ctbp1/Cyb5a/Cyb5r3/Cyb5r4/Cyp2b10/Cyp2b19/Cyp2c29/Cyp2c40/Cyp2c55/Cyp2d26/Cyp2s1/Cyp3a11/Cyp3a25/Cyp4f14/Dao/Decr2/Dhcr24/Dhcr7/Dhfr/Dhrs1/Dhrs4/Dhrs7b/Dld/Dpyd/Dus3l/Etfdh/Fads2/Far2/Fasn/Fmo4/Fmo5/Fth1/Gcdh/Glrx/Glud1/Gpd1/Gpd1l/Gpx1/Hadh/Hpgd/Hsd11b2/Hsd17b11/Hsd17b4/Hsd17b6/Idh2/Ifi30/Ivd/Iyd/Kdsr/Lbr/Maob/Me2/Mgst1/Mical1/Msra/COX2/COX3/ND4/ND5/Mthfd1/Ndufa10/Ndufa12/Ndufa13/Ndufa2/Ndufa4/Ndufa5/Ndufa7/Ndufa9/Ndufb7/Ndufb8/Ndufc2/Ndufs1/Ndufs2/Ndufs3/Ndufs4/Ndufs7/Ndufs8/Ndufv1/Ndufv2/P4hb/Pipox/Pnpo/Ppox/Prdx1/Prdx4/Pycrl/Qdpr/Rdh11/Rdh16/Rdh7/Retsat/Rrm1/Sc5d/Sdhb/Sdhc/Sord/Spr/Steap3/Tecr/Txndc17/Uqcrfs1/Uqcrq/Xdh,135
MF,GO:0003954,NADH dehydrogenase activity,20/869,22/4798,1.920161389432949e-13,5.693278519668694e-11,4.689236235246781e-11,ND4/ND5/Ndufa10/Ndufa12/Ndufa13/Ndufa2/Ndufa5/Ndufa7/Ndufa9/Ndufb7/Ndufb8/Ndufc2/Ndufs1/Ndufs2/Ndufs3/Ndufs4/Ndufs7/Ndufs8/Ndufv1/Ndufv2,20
MF,GO:0008137,NADH dehydrogenase (ubiquinone) activity,19/869,21/4798,9.82061440714097e-13,1.4559060858586489e-10,1.1991487065561607e-10,ND4/ND5/Ndufa10/Ndufa12/Ndufa13/Ndufa2/Ndufa5/Ndufa7/Ndufb7/Ndufb8/Ndufc2/Ndufs1/Ndufs2/Ndufs3/Ndufs4/Ndufs7/Ndufs8/Ndufv1/Ndufv2,19
MF,GO:0050136,NADH dehydrogenase (quinone) activity,19/869,21/4798,9.82061440714097e-13,1.4559060858586489e-10,1.1991487065561607e-10,ND4/ND5/Ndufa10/Ndufa12/Ndufa13/Ndufa2/Ndufa5/Ndufa7/Ndufb7/Ndufb8/Ndufc2/Ndufs1/Ndufs2/Ndufs3/Ndufs4/Ndufs7/Ndufs8/Ndufv1/Ndufv2,19
MF,GO:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",21/869,29/4798,2.0825750591003605e-10,2.4699340200930275e-8,2.034347005100142e-8,Akr1c18/Dhrs4/ND4/ND5/Ndufa10/Ndufa12/Ndufa13/Ndufa2/Ndufa5/Ndufa7/Ndufb7/Ndufb8/Ndufc2/Ndufs1/Ndufs2/Ndufs3/Ndufs4/Ndufs7/Ndufs8/Ndufv1/Ndufv2,21
MF,GO:0016651,"oxidoreductase activity, acting on NAD(P)H",28/869,50/4798,1.7093459649169627e-9,1.6894035953262647e-7,1.3914675924938081e-7,Akr1c18/Cyb5r3/Cyb5r4/Dhrs4/Dld/Fmo5/Mical1/ND4/ND5/Ndufa10/Ndufa12/Ndufa13/Ndufa2/Ndufa5/Ndufa7/Ndufa9/Ndufb7/Ndufb8/Ndufc2/Ndufs1/Ndufs2/Ndufs3/Ndufs4/Ndufs7/Ndufs8/Ndufv1/Ndufv2/Txndc17,28
MF,GO:0004177,aminopeptidase activity,18/869,29/4798,1.7325539590948043e-7,1.4677207110617412e-5,1.2088797549172772e-5,Ace/Anpep/Ctsh/Dnpep/Dpep1/Dpp4/Dpp8/Enpep/Erap1/Lap3/Lta4h/Naaladl1/Npepl1/Npepps/Pepd/Rnpep/Xpnpep1/Xpnpep2,18
MF,GO:0008238,exopeptidase activity,22/869,42/4798,4.782961966255808e-7,3.545370557487118e-5,2.9201241478193358e-5,Ace/Ace2/Anpep/Cndp2/Ctsh/Dnpep/Dpep1/Dpp4/Dpp8/Enpep/Erap1/Lap3/Lta4h/Mme/Naaladl1/Npepl1/Npepps/Pepd/Rnpep/Scrn2/Xpnpep1/Xpnpep2,22
MF,GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors",22/869,43/4798,8.140905278610809e-7,5.363952033573566e-5,4.417988361725632e-5,Acaa1a/Acad11/Acad8/Acadm/Acox1/Akr1c18/Blvra/Blvrb/Decr2/Dhcr24/Dhcr7/Dpyd/Dus3l/Fasn/Gcdh/Ivd/Lbr/Ppox/Retsat/Sdhb/Sdhc/Tecr,22
MF,GO:0004129,cytochrome-c oxidase activity,10/869,12/4798,1.6831198924177463e-6,8.317417468364362e-5,6.85059324633188e-5,Cox4i1/Cox5a/Cox6a1/Cox6c/Cox7a2/Cox7a2l/Cox7c/COX2/COX3/Ndufa4,10
MF,GO:0015002,heme-copper terminal oxidase activity,10/869,12/4798,1.6831198924177463e-6,8.317417468364362e-5,6.85059324633188e-5,Cox4i1/Cox5a/Cox6a1/Cox6c/Cox7a2/Cox7a2l/Cox7c/COX2/COX3/Ndufa4,10
MF,GO:0016676,"oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor",10/869,12/4798,1.6831198924177463e-6,8.317417468364362e-5,6.85059324633188e-5,Cox4i1/Cox5a/Cox6a1/Cox6c/Cox7a2/Cox7a2l/Cox7c/COX2/COX3/Ndufa4,10
MF,GO:0015075,ion transmembrane transporter activity,61/869,195/4798,3.7957204610338457e-6,1.7314324872254387e-4,1.4260844485179794e-4,Abcd1/Abcg2/Ano6/Ano9/Aqp1/Atp1a1/Atp1b1/Atp1b3/Atp2b4/Atp5j/Cd36/Ceacam1/Clca1/Clic5/Cnnm4/Cox4i1/Cox5a/Cox6a1/Cox6c/Cox7a2/Cox7a2l/Cox7c/Lasp1/Magt1/COX2/COX3/Ndufa4/Ptk2b/Sfxn1/Sfxn2/Slc12a2/Slc12a6/Slc13a2/Slc15a1/Slc16a10/Slc23a2/Slc25a15/Slc25a45/Slc26a2/Slc26a6/Slc27a2/Slc2a2/Slc34a2/Slc38a10/Slc3a2/Slc43a2/Slc44a1/Slc44a4/Slc4a4/Slc51b/Slc5a1/Slc5a11/Slc6a19/Slc7a7/Slc7a8/Slc7a9/Slc9a3/Slc9a3r1/Tmem120a/Trpm4/Ttyh2,61
MF,GO:0015318,inorganic molecular entity transmembrane transporter activity,56/869,175/4798,4.423006629370787e-6,1.8074867664869606e-4,1.488726119907606e-4,Abcg2/Ano6/Ano9/Aqp1/Aqp11/Atp1a1/Atp1b1/Atp1b3/Atp2b4/Atp5j/Cd36/Ceacam1/Clca1/Clic5/Cnnm4/Cox4i1/Cox5a/Cox6a1/Cox6c/Cox7a2/Cox7a2l/Cox7c/Magt1/COX2/COX3/Ndufa4/Ptk2b/Sfxn1/Sfxn2/Slc12a2/Slc12a6/Slc13a2/Slc15a1/Slc16a10/Slc23a2/Slc25a15/Slc26a2/Slc26a6/Slc27a2/Slc34a2/Slc38a10/Slc3a2/Slc43a2/Slc4a4/Slc51b/Slc5a1/Slc5a11/Slc6a19/Slc7a7/Slc7a8/Slc7a9/Slc9a3/Slc9a3r1/Tmem120a/Trpm4/Ttyh2,56
MF,GO:0008235,metalloexopeptidase activity,13/869,20/4798,4.5720575880783155e-6,1.8074867664869606e-4,1.488726119907606e-4,Ace/Ace2/Anpep/Dpep1/Enpep/Erap1/Lap3/Lta4h/Npepl1/Npepps/Rnpep/Xpnpep1/Xpnpep2,13
MF,GO:0008237,metallopeptidase activity,25/869,57/4798,5.4790899162538905e-6,1.8109935603989155e-4,1.491614470622343e-4,Ace/Ace2/Acy1/Anpep/Clca1/Cndp2/Dnpep/Dpep1/Enpep/Erap1/Lap3/Lta4h/Mep1a/Mep1b/Mme/Naaladl1/Npepl1/Npepps/Nrd1/Pepd/Rnpep/Stambp/Uqcrc2/Xpnpep1/Xpnpep2,25
MF,GO:0016675,"oxidoreductase activity, acting on a heme group of donors",10/869,13/4798,6.107437483528943e-6,1.8109935603989155e-4,1.491614470622343e-4,Cox4i1/Cox5a/Cox6a1/Cox6c/Cox7a2/Cox7a2l/Cox7c/COX2/COX3/Ndufa4,10
MF,GO:0005342,organic acid transmembrane transporter activity,21/869,44/4798,6.1079040822897655e-6,1.8109935603989155e-4,1.491614470622343e-4,Abcg2/Cd36/Ceacam1/Sfxn1/Sfxn2/Slc13a2/Slc16a10/Slc23a2/Slc25a15/Slc26a2/Slc26a6/Slc27a2/Slc38a10/Slc3a2/Slc43a2/Slc51b/Slc6a19/Slc7a7/Slc7a8/Slc7a9/Slc9a3r1,21
MF,GO:0046943,carboxylic acid transmembrane transporter activity,21/869,44/4798,6.1079040822897655e-6,1.8109935603989155e-4,1.491614470622343e-4,Abcg2/Cd36/Ceacam1/Sfxn1/Sfxn2/Slc13a2/Slc16a10/Slc23a2/Slc25a15/Slc26a2/Slc26a6/Slc27a2/Slc38a10/Slc3a2/Slc43a2/Slc51b/Slc6a19/Slc7a7/Slc7a8/Slc7a9/Slc9a3r1,21
MF,GO:0051287,NAD binding,21/869,44/4798,6.1079040822897655e-6,1.8109935603989155e-4,1.491614470622343e-4,Adh1/Ahcy/Aldh1a1/Aldh9a1/Cryl1/Ctbp1/Cyb5r3/Dld/Glud1/Gpd1/Gpd1l/Hadh/Hpgd/Hsd11b2/Idh2/Me2/Ndufs2/Ndufv1/Parp14/Qdpr/Sord,21
MF,GO:0009055,electron transfer activity,21/869,45/4798,9.525940477746536e-6,2.689944144430331e-4,2.2155570835460613e-4,Cox4i1/Cox5a/Cox6a1/Cox6c/Cox7a2/Cox7a2l/Cox7c/Cyb5a/Dld/Etfdh/Glrx/COX2/COX3/Ndufa12/Ndufa4/Ndufs1/Sdhb/Sdhc/Uqcrfs1/Uqcrq/Xdh,21
MF,GO:0051539,"4 iron, 4 sulfur cluster binding",14/869,25/4798,2.2641592825803644e-5,6.102938429864346e-4,5.026650273288464e-4,Aco1/Dpyd/Etfdh/Ireb2/Mocs1/Ndufs1/Ndufs2/Ndufs7/Ndufs8/Ndufv1/Pola1/Pold1/Prim2/Sdhb,14
MF,GO:0038023,signaling receptor activity,28/869,73/4798,3.286125857183329e-5,8.006328631175685e-4,6.594366707846842e-4,Adipor2/Cd36/Cd7/Cd74/Ctsh/Cubn/Dmbt1/Erbb2/Erbb3/Fas/Gucy2c/Hnf4a/Hnf4g/Hpgd/L1cam/Ly75/Mertk/Nlrp6/Nr3c1/Pigr/Ptk2b/Ptprf/Ptprh/Reg3b/Reg3g/Rxra/Sort1/Unc5cl,28
MF,GO:0060089,molecular transducer activity,28/869,73/4798,3.286125857183329e-5,8.006328631175685e-4,6.594366707846842e-4,Adipor2/Cd36/Cd7/Cd74/Ctsh/Cubn/Dmbt1/Erbb2/Erbb3/Fas/Gucy2c/Hnf4a/Hnf4g/Hpgd/L1cam/Ly75/Mertk/Nlrp6/Nr3c1/Pigr/Ptk2b/Ptprf/Ptprh/Reg3b/Reg3g/Rxra/Sort1/Unc5cl,28
MF,GO:0008509,anion transmembrane transporter activity,33/869,92/4798,3.37534933860695e-5,8.006328631175685e-4,6.594366707846842e-4,Abcd1/Abcg2/Ano6/Ano9/Cd36/Ceacam1/Clca1/Clic5/Sfxn1/Sfxn2/Slc12a2/Slc12a6/Slc13a2/Slc16a10/Slc23a2/Slc25a15/Slc26a2/Slc26a6/Slc27a2/Slc2a2/Slc38a10/Slc3a2/Slc43a2/Slc44a4/Slc4a4/Slc51b/Slc6a19/Slc7a7/Slc7a8/Slc7a9/Slc9a3/Slc9a3r1/Ttyh2,33
MF,GO:0022857,transmembrane transporter activity,69/869,243/4798,3.5536473517461474e-5,8.105049536867175e-4,6.675677616235678e-4,Abcb1a/Abcd1/Abcd3/Abcg2/Abcg5/Ano6/Ano9/Aqp1/Aqp11/Atp1a1/Atp1b1/Atp1b3/Atp2b4/Atp5j/Cd36/Cdh17/Ceacam1/Clca1/Clic5/Cnnm4/Cox4i1/Cox5a/Cox6a1/Cox6c/Cox7a2/Cox7a2l/Cox7c/Lasp1/Magt1/COX2/COX3/Ndufa4/Ptk2b/Sfxn1/Sfxn2/Slc12a2/Slc12a6/Slc13a2/Slc15a1/Slc16a10/Slc23a2/Slc25a15/Slc25a45/Slc26a2/Slc26a6/Slc27a2/Slc2a2/Slc2a5/Slc34a2/Slc38a10/Slc3a2/Slc43a2/Slc44a1/Slc44a4/Slc4a4/Slc51b/Slc5a1/Slc5a11/Slc6a19/Slc7a7/Slc7a8/Slc7a9/Slc9a3/Slc9a3r1/Tap1/Tap2/Tmem120a/Trpm4/Ttyh2,69
MF,GO:0008514,organic anion transmembrane transporter activity,25/869,64/4798,6.0648676326438714e-5,0.001332024631910302,0.0010971144567433748,Abcd1/Abcg2/Cd36/Ceacam1/Sfxn1/Sfxn2/Slc13a2/Slc16a10/Slc23a2/Slc25a15/Slc26a2/Slc26a6/Slc27a2/Slc2a2/Slc38a10/Slc3a2/Slc43a2/Slc44a4/Slc4a4/Slc51b/Slc6a19/Slc7a7/Slc7a8/Slc7a9/Slc9a3r1,25
MF,GO:0016712,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",9/869,13/4798,7.174939132513735e-5,0.0014956797443037872,0.0012319080524664195,Cyp2b10/Cyp2b19/Cyp2c29/Cyp2c40/Cyp2c55/Cyp2d26/Cyp2s1/Cyp3a11/Cyp3a25,9
MF,GO:0051536,iron-sulfur cluster binding,18/869,40/4798,7.56667661536486e-5,0.0014956797443037872,0.0012319080524664195,Abat/Aco1/Dpyd/Etfdh/Ireb2/Mocs1/Ndufs1/Ndufs2/Ndufs7/Ndufs8/Ndufv1/Ndufv2/Pola1/Pold1/Prim2/Sdhb/Uqcrfs1/Xdh,18
MF,GO:0051540,metal cluster binding,18/869,40/4798,7.56667661536486e-5,0.0014956797443037872,0.0012319080524664195,Abat/Aco1/Dpyd/Etfdh/Ireb2/Mocs1/Ndufs1/Ndufs2/Ndufs7/Ndufs8/Ndufv1/Ndufv2/Pola1/Pold1/Prim2/Sdhb/Uqcrfs1/Xdh,18
MF,GO:0016628,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",10/869,16/4798,1.0059434424538442e-4,0.0019242724560488051,0.001584915984035938,Akr1c18/Blvra/Blvrb/Decr2/Dhcr24/Dhcr7/Dpyd/Fasn/Lbr/Tecr,10
MF,GO:0005215,transporter activity,80/869,301/4798,1.0857077530387547e-4,0.0020119521798499422,0.0016571328862170468,Abcb1a/Abcd1/Abcd3/Abcg2/Abcg5/Ano6/Ano9/Apoa1/Apoa4/Aqp1/Aqp11/Atp1a1/Atp1b1/Atp1b3/Atp2b4/Atp5j/Atp8b1/Cd36/Cdh17/Ceacam1/Clca1/Clic5/Cnnm4/Cox4i1/Cox5a/Cox6a1/Cox6c/Cox7a2/Cox7a2l/Cox7c/Fabp2/Ipo11/Lasp1/Magt1/COX2/COX3/Mttp/Ndufa4/Npc1l1/Ptk2b/Scp2/Sfxn1/Sfxn2/Slc12a2/Slc12a6/Slc13a2/Slc15a1/Slc16a10/Slc23a2/Slc25a15/Slc25a45/Slc26a2/Slc26a6/Slc27a2/Slc27a4/Slc2a2/Slc2a5/Slc34a2/Slc38a10/Slc3a2/Slc43a2/Slc44a1/Slc44a4/Slc4a4/Slc51b/Slc5a1/Slc5a11/Slc6a19/Slc7a7/Slc7a8/Slc7a9/Slc9a3/Slc9a3r1/Stard4/Tap1/Tap2/Tmem120a/Trpm4/Ttyh2/Xpo7,80
MF,GO:0004497,monooxygenase activity,16/869,35/4798,1.5095485398419913e-4,0.0027126129822009114,0.0022342281419032986,Agmo/Akr1c13/Akr1c18/Cyp2b10/Cyp2b19/Cyp2c29/Cyp2c40/Cyp2c55/Cyp2d26/Cyp2s1/Cyp3a11/Cyp3a25/Cyp4f14/Fmo4/Fmo5/Mical1,16
MF,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",25/869,68/4798,1.913229388559787e-4,0.0033368971394586873,0.0027484162114295393,Adh1/Akr1a1/Akr1b7/Akr1c13/Akr1c18/Cryl1/Ctbp1/Dhrs4/Fasn/Gpd1/Gpd1l/Hadh/Hpgd/Hsd11b2/Hsd17b11/Hsd17b4/Hsd17b6/Idh2/Kdsr/Me2/Rdh11/Rdh16/Rdh7/Sord/Spr,25
MF,GO:0015171,amino acid transmembrane transporter activity,12/869,23/4798,2.1946621980306686e-4,0.003718384809806247,0.0030626263455224975,Sfxn1/Sfxn2/Slc16a10/Slc25a15/Slc38a10/Slc3a2/Slc43a2/Slc6a19/Slc7a7/Slc7a8/Slc7a9/Slc9a3r1,12
MF,GO:0008324,cation transmembrane transporter activity,40/869,130/4798,2.6752722803294093e-4,0.004406767950653721,0.0036296091756515964,Abcg2/Ano6/Aqp1/Atp1a1/Atp1b1/Atp1b3/Atp2b4/Atp5j/Cnnm4/Cox4i1/Cox5a/Cox6a1/Cox6c/Cox7a2/Cox7a2l/Cox7c/Magt1/COX2/COX3/Ndufa4/Ptk2b/Sfxn1/Sfxn2/Slc12a2/Slc12a6/Slc15a1/Slc23a2/Slc25a15/Slc25a45/Slc34a2/Slc3a2/Slc44a1/Slc44a4/Slc4a4/Slc5a1/Slc5a11/Slc6a19/Slc7a8/Slc9a3/Trpm4,40
MF,GO:0015077,monovalent inorganic cation transmembrane transporter activity,26/869,74/4798,3.3226725935410554e-4,0.005325256345864449,0.0043861168802362726,Aqp1/Atp1a1/Atp1b1/Atp1b3/Atp5j/Cnnm4/Cox4i1/Cox5a/Cox6a1/Cox6c/Cox7a2/Cox7a2l/Cox7c/COX2/COX3/Ndufa4/Slc12a2/Slc12a6/Slc15a1/Slc23a2/Slc34a2/Slc4a4/Slc5a1/Slc5a11/Slc6a19/Slc9a3,26
MF,GO:0008395,steroid hydroxylase activity,9/869,15/4798,3.5416150826666934e-4,0.0055267835368982875,0.004552103596557745,Cyp2b10/Cyp2b19/Cyp2c29/Cyp2c40/Cyp2c55/Cyp2d26/Cyp2s1/Cyp3a11/Cyp3a25,9
MF,GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",25/869,71/4798,4.145002275423769e-4,0.0063025291008366536,0.005191041985955814,Adh1/Akr1a1/Akr1b7/Akr1c13/Akr1c18/Cryl1/Ctbp1/Dhrs4/Fasn/Gpd1/Gpd1l/Hadh/Hpgd/Hsd11b2/Hsd17b11/Hsd17b4/Hsd17b6/Idh2/Kdsr/Me2/Rdh11/Rdh16/Rdh7/Sord/Spr,25
MF,GO:0015144,carbohydrate transmembrane transporter activity,7/869,10/4798,4.505892599044001e-4,0.006517059295690469,0.005367738551877834,Aqp1/Aqp11/Slc23a2/Slc2a2/Slc2a5/Slc5a1/Slc5a11,7
MF,GO:0070330,aromatase activity,7/869,10/4798,4.505892599044001e-4,0.006517059295690469,0.005367738551877834,Cyp2b10/Cyp2b19/Cyp2c29/Cyp2c55/Cyp2d26/Cyp3a11/Cyp3a25,7
MF,GO:0008233,peptidase activity,54/869,195/4798,5.021385684108007e-4,0.007089718358752496,0.005839405908336129,Ace/Ace2/Acy1/Anpep/Apeh/Capn1/Capn13/Casp1/Casp3/Casp6/Casp7/Casp8/Clca1/Cndp2/Ctsh/Ctss/Dnpep/Dpep1/Dpp4/Dpp8/Enpep/Erap1/Ggt1/Gzma/Gzmb/Klk1/Lap3/Lta4h/Mcpt1/Mep1a/Mep1b/Mme/Naaladl1/Npepl1/Npepps/Nrd1/Otud4/Pcsk5/Pepd/Pm20d1/Psmb10/Psmb8/Psmb9/Pycard/Rnpep/Scrn2/Sec11c/Stambp/Unc5cl/Uqcrc2/Usp10/Usp48/Xpnpep1/Xpnpep2,54
MF,GO:0015081,sodium ion transmembrane transporter activity,12/869,25/4798,5.912248974303384e-4,0.008153403818050945,0.006715504342905191,Atp1a1/Atp1b1/Atp1b3/Cnnm4/Slc12a2/Slc23a2/Slc34a2/Slc4a4/Slc5a1/Slc5a11/Slc6a19/Slc9a3,12
MF,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",20/869,54/4798,7.388796735999314e-4,0.00995808287374453,0.008201917907903545,Agmo/Akr1c13/Akr1c18/Cyb5a/Cyp2b10/Cyp2b19/Cyp2c29/Cyp2c40/Cyp2c55/Cyp2d26/Cyp2s1/Cyp3a11/Cyp3a25/Cyp4f14/Fads2/Fmo4/Fmo5/Mical1/P4hb/Sc5d,20
MF,GO:0008081,phosphoric diester hydrolase activity,13/869,29/4798,7.954402665233001e-4,0.010482135067740376,0.008633550495130086,Apex1/Cnp/Gde1/Gdpd2/Gna11/Gnaq/Pde3a/Pde4d/Plcb3/Plcg2/Smpd3/Smpdl3a/Smpdl3b,13
MF,GO:0003823,antigen binding,8/869,14/4798,0.0011993264877187997,0.015460882765592354,0.012734267512620665,Dhcr24/H2-Aa/H2-Ab1/H2-K1/H2-T23/H2-T3/Tap1/Tap2,8
MF,GO:0016829,lyase activity,27/869,85/4798,0.001530538307121126,0.019310834385592078,0.01590525810759692,Aco1/Adcy6/Alad/Auh/Bst1/Cd38/Csad/Cyp2s1/Echdc1/Eci1/Eno3/Fahd1/Fasn/Gadl1/Gmds/Gucy2c/Hacl1/Hsd17b4/Ireb2/Me2/Mocs1/Mvd/Pck1/Pm20d1/Pts/Scly/Sgpl1,27
MF,GO:0016836,hydro-lyase activity,11/869,24/4798,0.0016132507764189672,0.019930368967009324,0.016415534216193,Aco1/Alad/Auh/Cyp2s1/Echdc1/Eci1/Eno3/Fasn/Gmds/Hsd17b4/Ireb2,11
